"UN";"Название";"№ АК";"Тип АК";"Размер группы";"Индивидуальный профиль";"Статус";"Замечания"
"1557";"МЫШЬЯКА СОЕДИНЕНИЕ ТВЕРДОЕ, Н.У.К., неорганическое, включая: Арсенаты, н.у.к., Арсениты, н.у.к., и Мышьяка сульфиды, н.у.к.";"630";"групповая";"36";"нет";"READY";""
"1557";"Олова арсенид";"630";"групповая";"36";"нет";"READY";""
"1558";"Мышьяк";"617";"групповая";"7";"нет";"READY";""
"1559";"Мышьяка пентаоксид";"603";"групповая";"61";"нет";"READY";""
"1560";"Мышьяка трихлорид";"622";"групповая";"10";"нет";"READY";""
"1561";"Мышьяка триоксид";"603";"групповая";"61";"нет";"READY";""
"1562";"Мышьяковая пыль";"617";"групповая";"7";"нет";"READY";""
"1564";"Бария бромид";"630";"групповая";"36";"нет";"READY";""
"1564";"Бария карбонат";"630";"групповая";"36";"нет";"READY";""
"1564";"БАРИЯ СОЕДИНЕНИЕ, Н.У.К.";"630";"групповая";"36";"нет";"READY";""
"1564";"Бария сульфид";"630";"групповая";"36";"нет";"READY";""
"1564";"Бария хлорид";"630";"групповая";"36";"нет";"READY";""
"1564";"Бария хромат";"630";"групповая";"36";"нет";"READY";""
"1564";"Смеси солей бария для термообработки (НТ-495, НТ-660, БМФ)";"630";"групповая";"36";"нет";"READY";""
"1564";"Сольбар";"630";"групповая";"36";"нет";"READY";""
"1565";"Бария цианид";"619";"групповая";"18";"нет";"READY";""
"1566";"БЕРИЛЛИЯ СОЕДИНЕНИЕ, Н.У.К.";"630";"групповая";"36";"нет";"READY";""
"1567";"БЕРИЛЛИЙ - ПОРОШОК";"617";"групповая";"7";"нет";"READY";""
"1569";"Бромацетон";"647";"групповая";"14";"нет";"READY";""
"1570";"Бруцин";"620";"групповая";"18";"нет";"READY";""
"1571";"БАРИЯ АЗИД УВЛАЖНЕННЫЙ с массовой долей воды не менее 50%";"404";"групповая";"52";"нет";"READY";""
"1572";"Кислота какодиловая";"603";"групповая";"61";"нет";"READY";""
"1573";"Кальция арсенат *";"603";"групповая";"61";"нет";"READY";""
"1574";"КАЛЬЦИЯ АРСЕНАТА И КАЛЬЦИЯ АРСЕНИТА СМЕСЬ ТВЕРДАЯ *";"603";"групповая";"61";"нет";"READY";""
"1575";"Кальция цианид";"619";"групповая";"18";"нет";"READY";""
"1577";"Хлординитробензолы жидкие *";"608";"групповая";"78";"нет";"READY";""
"1578";"ХЛОРНИТРОБЕНЗОЛЫ, ТВЕРДЫЕ ***";"616";"групповая";"38";"нет";"READY";""
"1579";"4-ХЛОР-о-ТОЛУИДИНГИДРОХЛОРИД, ТВЕРДЫЙ";"616";"групповая";"38";"нет";"READY";""
"1580";"Хлорпикрин";"624";"групповая";"4";"нет";"READY";""
"1581";"ХЛОРПИКРИНА И МЕТИЛБРОМИДА СМЕСЬ, содержащая более 2% хлорпикрина";"209";"групповая";"16";"нет";"READY";""
"1582";"Хлорпикрина и метилхлорида смесь";"209";"групповая";"16";"нет";"READY";""
"1583";"ХЛОРПИКРИНА СМЕСЬ, Н.У.К.";"624";"групповая";"4";"нет";"READY";""
"1585";"Меди ацетоарсенит *";"603";"групповая";"61";"нет";"READY";""
"1586";"Меди арсенит";"603";"групповая";"61";"нет";"READY";""
"1587";"Меди цианид";"619";"групповая";"18";"нет";"READY";""
"1588";"Кадмия цианид";"619";"групповая";"18";"нет";"READY";""
"1588";"ЦИАНИДЫ НЕОРГАНИЧЕСКИЕ ТВЕРДЫЕ, Н.У.К.";"619";"групповая";"18";"нет";"READY";""
"1588";"Цианплав";"619";"групповая";"18";"нет";"READY";""
"1589";"Хлорциан стабилизированный";"203";"групповая";"22";"нет";"READY";""
"1590";"Дихлоранилины жидкие ***";"608";"групповая";"78";"нет";"READY";""
"1591";"о-Дихлорбензол **";"608";"групповая";"78";"нет";"READY";""
"1593";"Дихлорметан";"605";"групповая";"25";"нет";"READY";""
"1594";"Диэтилсульфат *";"611";"групповая";"19";"нет";"READY";""
"1595";"Диметилсульфат *";"611";"групповая";"19";"нет";"READY";""
"1596";"Динитроанилины *";"608";"групповая";"78";"нет";"READY";""
"1597";"ДИНИТРОБЕНЗОЛЫ, ЖИДКИЕ *";"608";"групповая";"78";"нет";"READY";""
"1598";"ДИНИТРО-о-КРЕЗОЛ *";"608";"групповая";"78";"нет";"READY";""
"1599";"Динитрофенола раствор *";"608";"групповая";"78";"нет";"READY";""
"1600";"Динитротолуолы расплавленные *";"608";"групповая";"78";"нет";"READY";""
"1601";"СРЕДСТВО ДЕЗИНФИЦИРУЮЩЕЕ ТВЕРДОЕ ЯДОВИТОЕ, Н.У.К.";"634";"групповая";"5";"нет";"READY";""
"1602";"КРАСИТЕЛЬ ЖИДКИЙ ЯДОВИТЫЙ, Н.У.К., или ПОЛУПРОДУКТ СИНТЕЗА КРАСИТЕЛЕЙ ЖИДКИЙ ЯДОВИТЫЙ, Н.У.К.";"615";"групповая";"4";"нет";"READY";""
"1603";"Этилбромацетат";"647";"групповая";"14";"нет";"READY";""
"1604";"Этилендиамин *";"807";"групповая";"31";"нет";"READY";""
"1605";"Этилендибромид";"605";"групповая";"25";"нет";"READY";""
"1606";"Железа (III) арсенат *";"603";"групповая";"61";"нет";"READY";""
"1607";"ЖЕЛЕЗА (III) АРСЕНИТ *";"603";"групповая";"61";"нет";"READY";""
"1608";"Железа (II) арсенат *";"603";"групповая";"61";"нет";"READY";""
"1611";"ГЕКСАЭТИЛТЕТРАФОСФАТ # (р)";"614";"групповая";"10";"нет";"READY";""
"1612";"Гексаэтилтетрафосфата и газа сжатого смесь";"209";"групповая";"16";"нет";"READY";""
"1613";"КИСЛОТЫ ЦИАНИСТОВОДОРОДНОЙ ВОДНЫЙ РАСТВОР (ВОДОРОДА ЦИАНИДА ВОДНЫЙ РАСТВОР), содержащий не более 20% цианистого водорода";"602";"групповая";"5";"нет";"READY";""
"1614";"ВОДОРОДА ЦИАНИД СТАБИЛИЗИРОВАННЫЙ, содержащий менее 3% воды и абсорбированный пористым инертным материалом";"602";"групповая";"5";"нет";"READY";""
"1616";"Свинца ацетат";"620";"групповая";"18";"нет";"READY";""
"1617";"Свинца арсенаты *";"603";"групповая";"61";"нет";"READY";""
"1618";"Свинца арсениты *";"603";"групповая";"61";"нет";"READY";""
"1620";"Свинца цианид";"603";"групповая";"61";"нет";"READY";""
"1621";"Пурпур лондонский";"603";"групповая";"61";"нет";"READY";""
"1622";"Магния арсенат *";"603";"групповая";"61";"нет";"READY";""
"1623";"Ртути (II) арсенат";"603";"групповая";"61";"нет";"READY";""
"1624";"РТУТИ ДИХЛОРИД";"603";"групповая";"61";"нет";"READY";""
"1625";"Ртути (II) нитрат";"603";"групповая";"61";"нет";"READY";""
"1626";"ЦИАНИД РТУТНОКАЛИЕВЫЙ";"619";"групповая";"18";"нет";"READY";""
"1627";"Ртути (I) нитрат *";"603";"групповая";"61";"нет";"READY";""
"1629";"Ртути ацетат";"603";"групповая";"61";"нет";"READY";""
"1630";"Ртути (II) - аммония хлорид";"603";"групповая";"61";"нет";"READY";""
"1631";"Ртути (II) бензоат";"603";"групповая";"61";"нет";"READY";""
"1634";"Ртути бромиды";"603";"групповая";"61";"нет";"READY";""
"1636";"РТУТИ (II) ЦИАНИД";"619";"групповая";"18";"нет";"READY";""
"1637";"РТУТИ (II) ГЛЮКОНАТ";"603";"групповая";"61";"нет";"READY";""
"1638";"РТУТИ (II) ИОДИД";"603";"групповая";"61";"нет";"READY";""
"1639";"Ртути нуклеат";"603";"групповая";"61";"нет";"READY";""
"1640";"РТУТИ (II) ОЛЕАТ";"603";"групповая";"61";"нет";"READY";""
"1641";"Ртути оксид *";"603";"групповая";"61";"нет";"READY";""
"1642";"РТУТИ (II) ОКСИЦИАНИД ДЕСЕНСИБИЛИЗИРОВАННЫЙ";"619";"групповая";"18";"нет";"READY";""
"1643";"РТУТИ (II) - КАЛИЯ ИОДИД";"603";"групповая";"61";"нет";"READY";""
"1644";"Ртути салицилат";"603";"групповая";"61";"нет";"READY";""
"1645";"Ртути (II) сульфат *";"603";"групповая";"61";"нет";"READY";""
"1646";"Ртути (II) тиоцианат";"603";"групповая";"61";"нет";"READY";""
"1647";"МЕТИЛБРОМИДА И ЭТИЛЕНДИБРОМИДА СМЕСЬ ЖИДКАЯ";"605";"групповая";"25";"нет";"READY";""
"1648";"Ацетонитрил";"310";"групповая";"14";"нет";"READY";""
"1649";"Жидкость этиловая";"601";"групповая";"2";"нет";"READY";""
"1649";"ПРИСАДКА АНТИДЕТОНАЦИОННАЯ К МОТОРНОМУ ТОПЛИВУ";"601";"групповая";"2";"нет";"READY";""
"1650";"бета-Нафтиламин, твердый *";"608";"групповая";"78";"нет";"READY";""
"1651";"Нафтилтиомочевина";"612";"групповая";"6";"нет";"READY";""
"1652";"Нафтилмочевина *";"608";"групповая";"78";"нет";"READY";""
"1653";"Никеля цианид";"619";"групповая";"18";"нет";"READY";""
"1654";"Никотин";"620";"групповая";"18";"нет";"READY";""
"1655";"НИКОТИНА СОЕДИНЕНИЕ ТВЕРДОЕ, Н.У.К., или НИКОТИНА ПРЕПАРАТ ТВЕРДЫЙ, Н.У.К.";"620";"групповая";"18";"нет";"READY";""
"1656";"НИКОТИНА ГИДРОХЛОРИД, ЖИДКИЙ или НИКОТИНА ГИДРОХЛОРИДА РАСТВОР";"622";"групповая";"10";"нет";"READY";""
"1657";"Никотина салицилат";"620";"групповая";"18";"нет";"READY";""
"1658";"Никотина сульфата раствор";"622";"групповая";"10";"нет";"READY";""
"1659";"Никотина тартрат";"620";"групповая";"18";"нет";"READY";""
"1660";"АЗОТА (II) ОКСИД СЖАТЫЙ *";"203";"групповая";"22";"нет";"READY";""
"1661";"НИТРОАНИЛИНЫ (о-, м-, п-) *";"608";"групповая";"78";"нет";"READY";""
"1662";"Нитробензол *";"608";"групповая";"78";"нет";"READY";""
"1663";"НИТРОФЕНОЛЫ (о-, м-, п-) *";"616";"групповая";"38";"нет";"READY";""
"1664";"Нитротолуолы жидкие *";"608";"групповая";"78";"нет";"READY";""
"1665";"Нитроксилолы жидкие *";"608";"групповая";"78";"нет";"READY";""
"1669";"Пентахлорэтан";"605";"групповая";"25";"нет";"READY";""
"1670";"Перхлорметилмеркаптан";"612";"групповая";"6";"нет";"READY";""
"1671";"ФЕНОЛ ТВЕРДЫЙ (р)";"608";"групповая";"78";"нет";"READY";""
"1672";"Фенилкарбиламинохлорид ***";"616";"групповая";"38";"нет";"READY";""
"1673";"ФЕНИЛЕНДИАМИНЫ (о-, м-, п-) *";"608";"групповая";"78";"нет";"READY";""
"1674";"ФЕНИЛРТУТИ АЦЕТАТ";"619";"групповая";"18";"нет";"READY";""
